Код проекта;Наименование ФП;Наименование источника;2018_План;2018_Факт;2018_Период;2019_План;2019_Факт;2019_Период;2020_План;2020_Факт;2020_Период;2021_План;2021_Факт;2021_Период;2022_План;2022_Факт;2022_Период;2023_План;2023_Факт;2023_Период;2024_План;2024_Факт;2024_Период
E8;Социальная активность;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E8;Социальная активность;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E9;Экспорт образования;федеральный бюджет;;;;8476861.2000;;;15495425.6000;;;20880251.3000;;;20880251.3000;;;20880251.3000;;;20880251.3000;;
E9;Экспорт образования;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E9;Экспорт образования;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E9;Экспорт образования;всего по фед. проекту;;;;8476861.2000;;;15495425.6000;;;20880251.3000;;;20880251.3000;;;20880251.3000;;;20880251.3000;;
E9;Экспорт образования;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E9;Экспорт образования;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
EА;Социальные лифты для каждого;федеральный бюджет;;;;238000.0000;;;898000.0000;;;908000.0000;;;908000.0000;;;908000.0000;;;906000.0000;;
EА;Социальные лифты для каждого;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
EА;Социальные лифты для каждого;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
EА;Социальные лифты для каждого;всего по фед. проекту;;;;238000.0000;;;898000.0000;;;908000.0000;;;908000.0000;;;908000.0000;;;906000.0000;;
EА;Социальные лифты для каждого;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
EА;Социальные лифты для каждого;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;федеральный бюджет;;;;21978686.4000;;;29001813.2000;;;29342829.6000;;;32838304.4000;;;35750000.0000;;;40160000.0000;;
F1;Жилье;федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;межбюджетные трансферты, федеральный бюджет;;;;20948597.6000;;;27902059.2000;;;28240000.0000;;;31730000.0000;;;35750000.0000;;;40160000.0000;;
F1;Жилье;консолидированные бюджеты субъектов РФ;;;;31016582.0000;;;39144074.8000;;;40800000.0000;;;45800000.0000;;;51600000.0000;;;57800000.0000;;
F1;Жилье;иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;всего по фед. проекту;;;;32046670.8000;;;40243828.8000;;;41902829.6000;;;46908304.4000;;;51600000.0000;;;57800000.0000;;
F1;Жилье;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F1;Жилье;бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;федеральный бюджет;;;;41400739.9000;;;48619260.1000;;;43600000.0000;;;45240000.0000;;;45240000.0000;;;45240000.0000;;
F2;Формирование комфортной городской среды;федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;межбюджетные трансферты, федеральный бюджет;;;;41300739.9000;;;48519260.1000;;;43500000.0000;;;45140000.0000;;;45140000.0000;;;45140000.0000;;
F2;Формирование комфортной городской среды;консолидированные бюджеты субъектов РФ;;;;44460271.3800;;;51581032.1200;;;46521863.5000;;;48290587.0500;;;48254300.0000;;;48254300.0000;;
F2;Формирование комфортной городской среды;иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;всего по фед. проекту;;;;44560271.3800;;;51681032.1200;;;46621863.5000;;;48390587.0500;;;48354300.0000;;;48354300.0000;;
F2;Формирование комфортной городской среды;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F2;Формирование комфортной городской среды;бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;федеральный бюджет;;;;35400000.0000;;;35420000.0000;;;35420000.0000;;;111060000.0000;;;111060000.0000;;;103580000.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;консолидированные бюджеты субъектов РФ;;;;5560000.0000;;;5563000.0000;;;5563000.0000;;;17442000.0000;;;17442000.0000;;;16270000.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;всего по фед. проекту;;;;40960000.0000;;;40983000.0000;;;42789000.0000;;;130308000.0000;;;130389000.0000;;;121737000.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;внебюджетные источники;;;;0.0000;;;0.0000;;;1806000.0000;;;1806000.0000;;;1887000.0000;;;1887000.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G1;Чистая страна;федеральный бюджет;;;;6488119.7000;;;11688806.3000;;;16785925.3000;;;18199300.0000;;;13211900.0000;;;10219200.0000;;
G1;Чистая страна;межбюджетные трансферты, федеральный бюджет;;;;6433271.7000;;;6967310.3000;;;2159147.0000;;;78631.3000;;;13162552.0000;;;10169852.0000;;
G1;Чистая страна;консолидированные бюджеты субъектов РФ;;;;9588978.7400;;;10435095.5000;;;3576444.1000;;;90380.8000;;;23266600.0000;;;17192900.0000;;
G1;Чистая страна;всего по фед. проекту;;;;9643826.7400;;;15156591.5000;;;18203222.4000;;;18181201.5000;;;23315948.0000;;;17242248.0000;;
G1;Чистая страна;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G1;Чистая страна;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;федеральный бюджет;;;;624509.2800;;;18046087.6200;;;8302000.0000;;;13301600.0000;;;30521459.3000;;;27675626.1000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;всего по фед. проекту;;;;27532488.1400;;;104409571.8300;;;86027240.6500;;;68089051.1500;;;81387240.5000;;;74342626.1000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;внебюджетные источники;;;;26907978.8600;;;86363484.2100;;;77725240.6500;;;54787451.1500;;;50865781.2000;;;46667000.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G2;Комплексная система обращения с твердыми коммунальными отходами;бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;федеральный бюджет;;;;219900.0000;;;1248810.0000;;;6019938.0000;;;7726803.0000;;;2511300.0000;;;0.0000;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;всего по фед. проекту;;;;375900.0000;;;1973810.0000;;;7069938.0000;;;12282303.0000;;;12674800.0000;;;1976600.0000;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;внебюджетные источники;;;;156000.0000;;;725000.0000;;;1050000.0000;;;4555500.0000;;;10163500.0000;;;1976600.0000;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G4;Чистый воздух;федеральный бюджет;;;;2871640.9000;;;17463985.3000;;;20316165.4000;;;22368100.0000;;;16931300.0000;;;10960400.0000;;
G4;Чистый воздух;межбюджетные трансферты, федеральный бюджет;;;;760000.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G4;Чистый воздух;консолидированные бюджеты субъектов РФ;;;;4360000.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G4;Чистый воздух;всего по фед. проекту;;;;105471640.9000;;;97063985.3000;;;153316165.4000;;;59408100.0000;;;33131300.0000;;;27910400.0000;;
G4;Чистый воздух;внебюджетные источники;;;;99000000.0000;;;79600000.0000;;;133000000.0000;;;37040000.0000;;;16200000.0000;;;16950000.0000;;
G4;Чистый воздух;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G5;Чистая вода;федеральный бюджет;;;;3546840.1000;;;7893226.8000;;;26679971.6000;;;39050118.1000;;;42520000.0000;;;27330000.0000;;
G5;Чистая вода;межбюджетные трансферты, федеральный бюджет;;;;3399340.1000;;;7800735.3000;;;26613900.0000;;;39033600.0000;;;42506600.0000;;;27316600.0000;;
G5;Чистая вода;консолидированные бюджеты субъектов РФ;;;;3724143.1000;;;8409962.7000;;;28908963.4000;;;42391460.7000;;;46144000.0000;;;29654200.0000;;
G5;Чистая вода;всего по фед. проекту;;;;6789743.1000;;;15163854.2000;;;43031535.0000;;;63648378.8000;;;70866600.0000;;;45550000.0000;;
G5;Чистая вода;внебюджетные источники;;;;2918100.0000;;;6661400.0000;;;14056500.0000;;;21240400.0000;;;24709200.0000;;;15882400.0000;;
G5;Чистая вода;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G6;Оздоровление Волги;федеральный бюджет;;;;9616268.4000;;;18203986.7000;;;23466025.8000;;;28226209.0000;;;26184080.0000;;;26350050.0000;;
G6;Оздоровление Волги;межбюджетные трансферты, федеральный бюджет;;;;8720218.1000;;;16983566.7000;;;22270674.5000;;;27534496.6000;;;26037250.0000;;;26208700.0000;;
G6;Оздоровление Волги;консолидированные бюджеты субъектов РФ;;;;10224680.0000;;;18879257.0900;;;24718316.9200;;;30381437.4300;;;28899333.1000;;;29463528.0500;;
G6;Оздоровление Волги;всего по фед. проекту;;;;19008569.7000;;;28176674.6900;;;32722452.1200;;;36566037.0300;;;35698175.6000;;;38699000.3500;;
G6;Оздоровление Волги;внебюджетные источники;;;;7887839.4000;;;8076997.6000;;;6808783.9000;;;5492887.2000;;;6652012.5000;;;9094122.3000;;
G6;Оздоровление Волги;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;федеральный бюджет;;;;2329139.4000;;;4089676.4000;;;4062999.0000;;;5190025.4000;;;4499900.0000;;;4499900.0000;;
G7;Сохранение озера Байкал;федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;межбюджетные трансферты, федеральный бюджет;;;;2082805.0000;;;3730731.5000;;;3449100.0000;;;4546260.0000;;;4351100.0000;;;4351100.0000;;
G7;Сохранение озера Байкал;консолидированные бюджеты субъектов РФ;;;;2447585.0000;;;4536049.0800;;;3621810.1200;;;4923567.1800;;;4818400.0000;;;4725780.0000;;
G7;Сохранение озера Байкал;иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;всего по фед. проекту;;;;2867119.4000;;;4894993.9800;;;4235709.1200;;;5567332.5800;;;4967200.0000;;;4874580.0000;;
G7;Сохранение озера Байкал;внебюджетные источники;;;;173200.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G7;Сохранение озера Байкал;бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G8;Сохранение уникальных водных объектов;федеральный бюджет;;;;1463678.9600;;;1691052.9400;;;2650704.2000;;;2808227.5000;;;2515000.0000;;;2551000.0000;;
G8;Сохранение уникальных водных объектов;межбюджетные трансферты, федеральный бюджет;;;;568065.2600;;;1028868.6400;;;2090308.1000;;;2237600.0000;;;1968100.0000;;;2055300.0000;;
G8;Сохранение уникальных водных объектов;консолидированные бюджеты субъектов РФ;;;;683388.4100;;;1232609.8900;;;2146432.2000;;;2293543.0000;;;2008243.7000;;;2098393.8000;;
G8;Сохранение уникальных водных объектов;всего по фед. проекту;;;;1579002.1100;;;1894794.1900;;;2706828.3000;;;2864170.5000;;;2555143.7000;;;2594093.8000;;
G8;Сохранение уникальных водных объектов;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G8;Сохранение уникальных водных объектов;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G9;Сохранение биологического разнообразия и развитие экологического туризма;федеральный бюджет;;;;184960.5000;;;1094615.7000;;;800854.7000;;;1125152.7000;;;1292000.0000;;;1295000.0000;;
G9;Сохранение биологического разнообразия и развитие экологического туризма;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G9;Сохранение биологического разнообразия и развитие экологического туризма;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G9;Сохранение биологического разнообразия и развитие экологического туризма;всего по фед. проекту;;;;184960.5000;;;1094615.7000;;;800854.7000;;;1125152.7000;;;1292000.0000;;;1295000.0000;;
G9;Сохранение биологического разнообразия и развитие экологического туризма;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
G9;Сохранение биологического разнообразия и развитие экологического туризма;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
GА;Сохранение лесов;федеральный бюджет;;;;9561788.1000;;;6766339.2000;;;5994996.1000;;;5260236.5000;;;6787000.0000;;;6347000.0000;;
GА;Сохранение лесов;межбюджетные трансферты, федеральный бюджет;;;;9251937.7000;;;6448761.9000;;;5671000.0000;;;4926200.4000;;;6461000.0000;;;6021000.0000;;
GА;Сохранение лесов;консолидированные бюджеты субъектов РФ;;;;10007937.7000;;;7152761.9000;;;6377000.0000;;;5545200.4000;;;7041000.0000;;;6598000.0000;;
GА;Сохранение лесов;всего по фед. проекту;;;;27670788.1000;;;25013339.2000;;;24032996.1000;;;23730236.5000;;;25468000.0000;;;25100000.0000;;
GА;Сохранение лесов;внебюджетные источники;;;;17353000.0000;;;17543000.0000;;;17332000.0000;;;17851000.0000;;;18101000.0000;;;18176000.0000;;
GА;Сохранение лесов;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
GБ;Внедрение наилучших доступных технологий;федеральный бюджет;;;;0.0000;;;3300000.0000;;;6000000.0000;;;6000000.0000;;;6000000.0000;;;6000000.0000;;
